综合频道,#genre#
百视通宝宝动画,http://112.66.142.147:8888/rtp/239.253.64.137:5140
金鹰卡通,http://125.83.127.67:5555/rtp/235.254.198.50:1476
金鹰卡通,http://60.220.167.177:8085/rtp/226.0.2.172:9288
金鹰卡通,http://60.220.167.177:8085/rtp/226.0.2.41:8240
金鹰卡通,http://111.225.95.230:8800/hls/62/index.m3u8
金鹰卡通,http://110.72.79.123:808/hls/26/index.m3u8
金鹰卡通,http://111.225.95.144:8800/hls/62/index.m3u8
金鹰卡通,http://112.66.142.147:8888/rtp/239.253.64.148:5140
金鹰卡通,http://110.72.72.90:808/hls/26/index.m3u8
吉林,#genre#
CQTV时尚,http://125.83.127.67:5555/rtp/235.254.196.211:1116
CQTV时尚,http://125.83.127.67:5555/rtp/235.254.198.182:7980
IPTV魅力时尚,http://112.66.142.147:8888/rtp/239.253.64.231:5140
优购物,http://60.220.167.177:8085/rtp/226.0.2.131:8960
优购物,http://125.83.127.67:5555/rtp/235.254.198.178:7980
女性时尚,http://111.225.95.144:8800/hls/80/index.m3u8
女性时尚,http://111.225.95.230:8800/hls/80/index.m3u8
家有购物,http://125.83.127.67:5555/rtp/235.254.198.150:1882
家有购物,http://60.220.167.177:8085/rtp/226.0.2.126:8920
时尚购物,http://125.83.127.67:5555/rtp/235.254.196.220:1154
生活时尚,http://112.66.142.147:8888/rtp/239.253.64.104:5140
生活时尚,http://60.220.167.177:8085/rtp/226.0.2.84:8584
种养新影老故事,http://60.220.167.177:8085/rtp/226.0.2.112:8808
老故事,http://111.225.95.230:8800/hls/74/index.m3u8
老故事,http://111.225.95.144:8800/hls/74/index.m3u8
风尚购物,http://125.83.127.67:5555/rtp/235.254.198.179:7980
魅力时尚,http://110.72.79.123:808/hls/219/index.m3u8
魅力时尚,http://125.83.127.67:5555/rtp/235.254.198.115:1736
魅力时尚,http://110.72.72.90:808/hls/219/index.m3u8
福建,#genre#
CQTV科教,http://125.83.127.67:5555/rtp/235.254.196.215:1132
河北少儿科教,http://111.225.95.230:8800/hls/21/index.m3u8
河北少儿科教,http://111.225.95.144:8800/hls/21/index.m3u8
卫视频道,#genre#
三沙卫视,http://112.66.142.147:8888/rtp/239.253.64.112:5140
三沙卫视,http://112.66.142.147:8888/rtp/239.253.64.113:5140
东南卫视,http://60.220.167.177:8085/rtp/226.0.2.188:9416
东南卫视,http://111.225.95.144:8800/hls/48/index.m3u8
东南卫视,http://60.220.167.177:8085/rtp/226.0.2.40:8232
东南卫视,http://125.83.127.67:5555/rtp/235.254.198.35:1416
东南卫视,http://112.66.142.147:8888/rtp/239.253.64.43:5140
东南卫视,http://112.66.142.147:8888/rtp/239.253.64.66:5140
东南卫视,http://111.225.95.230:8800/hls/48/index.m3u8
东南卫视超,http://125.83.127.67:5555/rtp/235.254.198.129:7980
东方卫视,http://111.225.95.144:8800/hls/46/index.m3u8
东方卫视,http://60.220.167.177:8085/rtp/226.0.2.34:8184
东方卫视,http://125.83.127.67:5555/rtp/235.254.198.33:1408
东方卫视,http://112.66.142.147:8888/rtp/239.253.64.25:5140
东方卫视,http://112.66.142.147:8888/rtp/239.253.64.201:5140
东方卫视,http://110.72.79.123:808/hls/29/index.m3u8
东方卫视,http://110.72.72.90:808/hls/29/index.m3u8
东方卫视,http://111.225.95.230:8800/hls/46/index.m3u8
东方卫视,http://60.220.167.177:8085/rtp/226.0.2.175:9312
东方卫视超,http://125.83.127.67:5555/rtp/235.254.198.73:1568
内蒙古卫视,http://112.66.142.147:8888/rtp/239.253.64.144:5140
内蒙古卫视,http://125.83.127.67:5555/rtp/235.254.198.42:1444
内蒙古卫视,http://111.225.95.144:8800/hls/54/index.m3u8
内蒙古卫视,http://111.225.95.230:8800/hls/54/index.m3u8
内蒙古卫视,http://60.220.167.177:8085/rtp/226.0.2.63:8416
农林卫视,http://110.72.79.123:808/hls/18/index.m3u8
农林卫视,http://110.72.72.90:808/hls/18/index.m3u8
凤凰卫视,http://110.72.72.90:808/hls/249449646/index.m3u8
凤凰卫视,http://110.72.79.123:808/hls/249449646/index.m3u8
北京卫视,http://125.83.127.67:5555/rtp/235.254.198.21:1360
北京卫视,http://60.220.167.177:8085/rtp/226.0.2.39:8224
北京卫视,http://110.72.79.123:808/hls/137/index.m3u8
北京卫视,http://112.66.142.147:8888/rtp/239.253.64.204:5140
北京卫视,http://111.225.95.230:8800/hls/34/index.m3u8
北京卫视,http://112.66.142.147:8888/rtp/239.253.64.24:5140
北京卫视,http://110.72.72.90:808/hls/137/index.m3u8
北京卫视,http://111.225.95.144:8800/hls/34/index.m3u8
北京卫视,http://60.220.167.177:8085/rtp/226.0.2.177:9328
北京卫视超,http://125.83.127.67:5555/rtp/235.254.198.66:1540
南方卫视,http://110.72.79.123:808/hls/81/index.m3u8
南方卫视,http://110.72.72.90:808/hls/81/index.m3u8
卫视,#genre#
厦门卫视,http://110.72.79.123:808/hls/122/index.m3u8
厦门卫视,http://110.72.72.90:808/hls/122/index.m3u8
厦门卫视SD,http://112.66.142.147:8888/rtp/239.253.64.179:5140
吉林卫视,http://111.225.95.144:8800/hls/51/index.m3u8
吉林卫视,http://60.220.167.177:8085/rtp/226.0.2.58:8376
吉林卫视,http://111.225.95.230:8800/hls/51/index.m3u8
吉林卫视,http://112.66.142.147:8888/rtp/239.253.64.142:5140
吉林卫视,http://112.66.142.147:8888/rtp/239.253.64.57:5140
吉林卫视,http://60.220.167.177:8085/rtp/226.0.2.199:9504
吉林卫视,http://125.83.127.67:5555/rtp/235.254.198.39:1432
四川卫视,http://60.220.167.177:8085/rtp/226.0.2.42:8248
四川卫视,http://112.66.142.147:8888/rtp/239.253.64.36:5140
四川卫视,http://110.72.72.90:808/hls/44/index.m3u8
四川卫视,http://60.220.167.177:8085/rtp/226.0.2.179:9344
四川卫视,http://125.83.127.67:5555/rtp/235.254.198.28:1388
四川卫视,http://111.225.95.230:8800/hls/41/index.m3u8
四川卫视,http://111.225.95.144:8800/hls/41/index.m3u8
四川卫视,http://110.72.79.123:808/hls/44/index.m3u8
四川卫视超,http://125.83.127.67:5555/rtp/235.254.198.175:7980
天津卫视,http://110.72.72.90:808/hls/20/index.m3u8
天津卫视,http://111.225.95.144:8800/hls/35/index.m3u8
天津卫视,http://60.220.167.177:8085/rtp/226.0.2.56:8360
天津卫视,http://110.72.79.123:808/hls/20/index.m3u8
天津卫视,http://112.66.142.147:8888/rtp/239.253.64.198:5140
天津卫视,http://60.220.167.177:8085/rtp/226.0.2.148:9096
天津卫视,http://112.66.142.147:8888/rtp/239.253.64.40:5140
天津卫视,http://125.83.127.67:5555/rtp/235.254.198.22:1364
天津卫视,http://111.225.95.230:8800/hls/35/index.m3u8
天津卫视超,http://125.83.127.67:5555/rtp/235.254.198.67:1544
宁夏卫视,http://125.83.127.67:5555/rtp/235.254.198.45:1456
宁夏卫视,http://110.72.72.90:808/hls/50/index.m3u8
宁夏卫视,http://112.66.142.147:8888/rtp/239.253.64.89:5140
宁夏卫视,http://112.66.142.147:8888/rtp/239.253.64.71:5140
宁夏卫视,http://111.225.95.144:8800/hls/57/index.m3u8
宁夏卫视,http://110.72.79.123:808/hls/50/index.m3u8
宁夏卫视,http://111.225.95.230:8800/hls/57/index.m3u8
宁夏卫视,http://60.220.167.177:8085/rtp/226.0.2.64:8424
安多卫视,http://110.72.79.123:808/hls/4/index.m3u8
安多卫视,http://110.72.72.90:808/hls/4/index.m3u8
安徽卫视,http://60.220.167.177:8085/rtp/226.0.2.145:9072
安徽卫视,http://111.225.95.230:8800/hls/33/index.m3u8
安徽卫视,http://111.225.95.144:8800/hls/33/index.m3u8
安徽卫视,http://110.72.72.90:808/hls/145/index.m3u8
安徽卫视,http://60.220.167.177:8085/rtp/226.0.2.37:8208
安徽卫视,http://125.83.127.67:5555/rtp/235.254.198.20:1356
安徽卫视,http://112.66.142.147:8888/rtp/239.253.64.129:5140
安徽卫视,http://112.66.142.147:8888/rtp/239.253.64.29:5140
安徽卫视,http://110.72.79.123:808/hls/145/index.m3u8
安徽卫视超,http://125.83.127.67:5555/rtp/235.254.198.65:1536
山东卫视,http://60.220.167.177:8085/rtp/226.0.2.149:9104
山东卫视,http://111.225.95.230:8800/hls/37/index.m3u8
山东卫视,http://125.83.127.67:5555/rtp/235.254.198.24:1372
山东卫视,http://110.72.79.123:808/hls/35/index.m3u8
山东卫视,http://111.225.95.144:8800/hls/37/index.m3u8
山东卫视,http://60.220.167.177:8085/rtp/226.0.2.51:8320
山东卫视,http://110.72.72.90:808/hls/35/index.m3u8
山东卫视,http://112.66.142.147:8888/rtp/239.253.64.30:5140
山东卫视,http://112.66.142.147:8888/rtp/239.253.64.208:5140
山东卫视,http://125.83.127.67:5555/rtp/235.254.198.69:1552
山西卫视,http://112.66.142.147:8888/rtp/239.253.64.31:5140
山西卫视,http://110.72.72.90:808/hls/42/index.m3u8
山西卫视,http://60.220.167.177:8085/rtp/226.0.2.11:8000
山西卫视,http://111.225.95.144:8800/hls/53/index.m3u8
山西卫视,http://110.72.79.123:808/hls/42/index.m3u8
山西卫视,http://111.225.95.230:8800/hls/53/index.m3u8
山西卫视,http://125.83.127.67:5555/rtp/235.254.198.41:1440
山西卫视,http://60.220.167.177:8085/rtp/226.0.2.152:9128
广东卫视,http://60.220.167.177:8085/rtp/226.0.2.45:8272
广东卫视,http://110.72.79.123:808/hls/11/index.m3u8
广东卫视,http://112.66.142.147:8888/rtp/239.253.64.44:5140
广东卫视,http://112.66.142.147:8888/rtp/239.253.64.200:5140
广东卫视,http://125.83.127.67:5555/rtp/235.254.196.204:1088
广东卫视,http://60.220.167.177:8085/rtp/226.0.2.146:9080
广东卫视,http://125.83.127.67:5555/rtp/235.254.198.37:1424
